epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.13773584365844727,6.308070182800293,0.473584920167923,0.15094339847564697,5.622487545013428,0.5320754647254944
1,0.15094339847564697,5.193533897399902,0.5641509294509888,0.15094339847564697,4.702514171600342,0.5886792540550232
2,0.15094339847564697,4.3027849197387695,0.5698113441467285,0.15094339847564697,3.851879119873047,0.5962263941764832
3,0.15094339847564697,3.5342037677764893,0.5858490467071533,0.15094339847564697,3.1972992420196533,0.5660377144813538
4,0.15094339847564697,3.011545419692993,0.5707547068595886,0.15094339847564697,2.8074750900268555,0.5962263941764832
5,0.15000000596046448,2.7183055877685547,0.5792452692985535,0.1471698135137558,2.59696102142334,0.6000000238418579
6,0.16415093839168549,2.5578482151031494,0.5896226167678833,0.18490566313266754,2.4888854026794434,0.6679245233535767
7,0.17075471580028534,2.4655699729919434,0.6103773713111877,0.17358490824699402,2.414031505584717,0.6264150738716125
8,0.16981132328510284,2.405233144760132,0.6226415038108826,0.2075471729040146,2.3633651733398438,0.649056613445282
9,0.19622641801834106,2.3675358295440674,0.6367924809455872,0.22641509771347046,2.335092544555664,0.6377358436584473
10,0.18113207817077637,2.343684434890747,0.6339622735977173,0.19622641801834106,2.3061273097991943,0.6566037535667419
11,0.20943395793437958,2.3132290840148926,0.6160377264022827,0.19622641801834106,2.2890751361846924,0.6415094137191772
12,0.19905661046504974,2.2987875938415527,0.6424528360366821,0.22641509771347046,2.2623045444488525,0.6566037535667419
13,0.19905661046504974,2.281278371810913,0.654716968536377,0.21132075786590576,2.2464942932128906,0.6415094137191772
14,0.2047169804573059,2.2581920623779297,0.6556603908538818,0.20000000298023224,2.2460145950317383,0.6792452931404114
15,0.21132075786590576,2.2596843242645264,0.647169828414917,0.19622641801834106,2.2398557662963867,0.645283043384552
16,0.19339622557163239,2.24564528465271,0.6764150857925415,0.2188679277896881,2.2098541259765625,0.6716980934143066
17,0.21132075786590576,2.232226610183716,0.6801886558532715,0.21132075786590576,2.2142088413238525,0.649056613445282
18,0.21509434282779694,2.2133288383483887,0.6896226406097412,0.2339622676372528,2.178947925567627,0.6679245233535767
19,0.20283019542694092,2.215625524520874,0.6745283007621765,0.22641509771347046,2.184812068939209,0.6716980934143066
20,0.21603773534297943,2.201967477798462,0.699999988079071,0.23018868267536163,2.166757345199585,0.6679245233535767
21,0.2207547128200531,2.193932056427002,0.701886773109436,0.21132075786590576,2.15395188331604,0.6716980934143066
22,0.2330188751220703,2.179080009460449,0.7066037654876709,0.2528301775455475,2.1450841426849365,0.6754717230796814
23,0.2349056601524353,2.166775703430176,0.7150943279266357,0.2188679277896881,2.1537885665893555,0.6679245233535767
24,0.23773585259914398,2.158956527709961,0.7056604027748108,0.23773585259914398,2.1337430477142334,0.6830188632011414
25,0.24339622259140015,2.149024486541748,0.7235848903656006,0.2490566074848175,2.1154444217681885,0.6943396329879761
26,0.2349056601524353,2.125915765762329,0.74245285987854,0.2641509473323822,2.0877115726470947,0.7207547426223755
27,0.25471699237823486,2.114083766937256,0.7339622378349304,0.2490566074848175,2.079606056213379,0.7207547426223755
28,0.2669811248779297,2.0948288440704346,0.755660355091095,0.2528301775455475,2.068967580795288,0.7320754528045654
29,0.2679245173931122,2.0782744884490967,0.7490565776824951,0.2981131970882416,2.046806573867798,0.7509434223175049
30,0.2783018946647644,2.0608506202697754,0.75754714012146,0.2679245173931122,2.0380797386169434,0.7094339728355408
31,0.27358490228652954,2.053424596786499,0.7754716873168945,0.27169811725616455,2.013047695159912,0.7584905624389648
32,0.2990565896034241,2.0305418968200684,0.7801886796951294,0.25660377740859985,2.020873546600342,0.7358490824699402
33,0.29056602716445923,2.018767833709717,0.7641509175300598,0.2679245173931122,2.0225741863250732,0.7547169923782349
34,0.29056602716445923,2.002767324447632,0.7839622497558594,0.3056603670120239,1.965659499168396,0.7735849022865295
35,0.31603774428367615,1.9673219919204712,0.8075471520423889,0.3094339668750763,1.9557863473892212,0.7584905624389648
36,0.3254716992378235,1.945067286491394,0.800000011920929,0.2981131970882416,1.9471173286437988,0.7886792421340942
37,0.349056601524353,1.9208064079284668,0.8245282769203186,0.3094339668750763,1.9551135301589966,0.7886792421340942
38,0.3094339668750763,1.9195668697357178,0.8056603670120239,0.3056603670120239,1.9439283609390259,0.7358490824699402
39,0.36132076382637024,1.8875972032546997,0.8141509294509888,0.3132075369358063,1.9075491428375244,0.7433962225914001
40,0.3528302013874054,1.8740671873092651,0.8396226167678833,0.2943396270275116,1.920165777206421,0.7735849022865295
41,0.34528303146362305,1.9004002809524536,0.7971698045730591,0.2981131970882416,1.885427713394165,0.800000011920929
42,0.3669811189174652,1.8372833728790283,0.8330188393592834,0.32830187678337097,1.8881757259368896,0.8188679218292236
43,0.39245283603668213,1.8067084550857544,0.845283031463623,0.34339621663093567,1.8790340423583984,0.8037735819816589
