epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.1179245263338089,6.300187110900879,0.4518868029117584,0.15849056839942932,5.591908931732178,0.5735849142074585
1,0.17075471580028534,5.171078205108643,0.6037735939025879,0.13962264358997345,4.673765182495117,0.6113207340240479
2,0.15094339847564697,4.27494478225708,0.5896226167678833,0.15849056839942932,3.81558895111084,0.5924528241157532
3,0.1622641533613205,3.5112500190734863,0.6000000238418579,0.15094339847564697,3.16880202293396,0.6188679337501526
4,0.17169810831546783,2.9846980571746826,0.6150943636894226,0.15849056839942932,2.775373697280884,0.6226415038108826
5,0.16415093839168549,2.6929333209991455,0.6056603789329529,0.20000000298023224,2.5725507736206055,0.6188679337501526
6,0.18301886320114136,2.537846803665161,0.6169811487197876,0.18113207817077637,2.4637346267700195,0.6264150738716125
7,0.18867924809455872,2.45127272605896,0.6226415038108826,0.1924528330564499,2.397317886352539,0.652830183506012
8,0.1745283007621765,2.3934707641601562,0.6415094137191772,0.1924528330564499,2.3584609031677246,0.6377358436584473
9,0.18773585557937622,2.358588218688965,0.6330188512802124,0.21132075786590576,2.326124668121338,0.6415094137191772
10,0.18867924809455872,2.330705404281616,0.6377358436584473,0.2037735879421234,2.2962470054626465,0.6603773832321167
11,0.1905660331249237,2.305328607559204,0.6566037535667419,0.21132075786590576,2.280113697052002,0.652830183506012
12,0.21132075786590576,2.286081075668335,0.6537736058235168,0.2188679277896881,2.259540557861328,0.6603773832321167
13,0.19811320304870605,2.2700371742248535,0.6783018708229065,0.2037735879421234,2.2432734966278076,0.6415094137191772
14,0.20094339549541473,2.254321575164795,0.6584905385971069,0.21132075786590576,2.2518131732940674,0.6415094137191772
15,0.2037735879421234,2.242677688598633,0.6641509532928467,0.23018868267536163,2.213386058807373,0.7094339728355408
16,0.21509434282779694,2.228364944458008,0.6830188632011414,0.2075471729040146,2.220682382583618,0.6830188632011414
17,0.22641509771347046,2.213496685028076,0.6905660629272461,0.23773585259914398,2.1809113025665283,0.6603773832321167
18,0.23113207519054413,2.2012417316436768,0.6990566253662109,0.23018868267536163,2.192427396774292,0.6943396329879761
19,0.22547170519828796,2.186312437057495,0.7150943279266357,0.22264151275157928,2.166783571243286,0.6792452931404114
20,0.22830188274383545,2.1811070442199707,0.703773558139801,0.23018868267536163,2.150902032852173,0.698113203048706
21,0.22641509771347046,2.1737661361694336,0.7160377502441406,0.24150943756103516,2.1445653438568115,0.7245283126831055
22,0.23018868267536163,2.1579952239990234,0.7283018827438354,0.24528302252292633,2.13070011138916,0.701886773109436
23,0.23962263762950897,2.135094165802002,0.7339622378349304,0.23773585259914398,2.1373507976531982,0.7132075428962708
24,0.23867924511432648,2.132697820663452,0.7433962225914001,0.2188679277896881,2.1305429935455322,0.7169811129570007
25,0.2660377323627472,2.114766836166382,0.7349056601524353,0.24150943756103516,2.0953848361968994,0.7320754528045654
26,0.25754716992378235,2.097811222076416,0.7650943398475647,0.27169811725616455,2.068556070327759,0.7698113322257996
27,0.2679245173931122,2.086268901824951,0.7594339847564697,0.2641509473323822,2.057598829269409,0.7320754528045654
28,0.2688679099082947,2.0836100578308105,0.7584905624389648,0.24528302252292633,2.071072578430176,0.7396226525306702
29,0.26037734746932983,2.0675299167633057,0.7679245471954346,0.2792452871799469,2.045407295227051,0.7396226525306702
30,0.2773585021495819,2.041902542114258,0.7783018946647644,0.25660377740859985,2.0371806621551514,0.7547169923782349
31,0.2783018946647644,2.027987480163574,0.7867924571037292,0.2792452871799469,2.015449285507202,0.7811321020126343
32,0.3075471818447113,1.9916332960128784,0.798113226890564,0.26037734746932983,2.000206470489502,0.7584905624389648
33,0.3122641444206238,1.9698055982589722,0.7952830195426941,0.2830188572406769,1.9703665971755981,0.7924528121948242
34,0.3132075369358063,1.9645683765411377,0.8009433746337891,0.25660377740859985,1.9856327772140503,0.7773584723472595
35,0.31603774428367615,1.9346692562103271,0.8066037893295288,0.3094339668750763,1.9397196769714355,0.7811321020126343
36,0.3216980993747711,1.9110827445983887,0.8122641444206238,0.27169811725616455,1.945249319076538,0.8226414918899536
37,0.3537735939025879,1.8831939697265625,0.8198113441467285,0.3132075369358063,1.9286733865737915,0.7773584723472595
