epoch,accuracy,loss,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.14433962106704712,6.34125280380249,0.4867924451828003,0.14339622855186462,5.5793585777282715,0.6000000238418579
1,0.1490565985441208,5.1585822105407715,0.5943396091461182,0.16981132328510284,4.663394451141357,0.5886792540550232
2,0.15849056839942932,4.273228168487549,0.5783019065856934,0.14339622855186462,3.815176248550415,0.5773584842681885
3,0.1622641533613205,3.5147457122802734,0.5679244995117188,0.14339622855186462,3.1725988388061523,0.5698113441467285
4,0.16886793076992035,2.992290496826172,0.599056601524353,0.1924528330564499,2.786050319671631,0.5924528241157532
5,0.16603773832321167,2.700502395629883,0.6000000238418579,0.19622641801834106,2.577651023864746,0.6113207340240479
6,0.18018868565559387,2.5424747467041016,0.6094339489936829,0.2075471729040146,2.4678778648376465,0.6301887035369873
7,0.175471693277359,2.4518837928771973,0.6367924809455872,0.18113207817077637,2.4029030799865723,0.649056613445282
8,0.1783018857240677,2.4015090465545654,0.6273584961891174,0.19622641801834106,2.3579440116882324,0.6566037535667419
9,0.19528302550315857,2.3597097396850586,0.6216981410980225,0.2037735879421234,2.324845314025879,0.6641509532928467
10,0.19622641801834106,2.3297805786132812,0.6415094137191772,0.1924528330564499,2.298363208770752,0.6716980934143066
11,0.1915094405412674,2.3113181591033936,0.6632075309753418,0.21132075786590576,2.282369375228882,0.6566037535667419
12,0.20849056541919708,2.2898154258728027,0.652830183506012,0.21132075786590576,2.2583398818969727,0.6603773832321167
13,0.20283019542694092,2.2811787128448486,0.6405660510063171,0.23018868267536163,2.2532284259796143,0.6792452931404114
14,0.2066037803888321,2.2583606243133545,0.6707547307014465,0.22264151275157928,2.226466178894043,0.645283043384552
15,0.2075471729040146,2.2430973052978516,0.6716980934143066,0.23018868267536163,2.202341079711914,0.6905660629272461
16,0.21603773534297943,2.234867811203003,0.6764150857925415,0.23773585259914398,2.2230331897735596,0.6867924332618713
17,0.2207547128200531,2.2239203453063965,0.6839622855186462,0.20000000298023224,2.1943771839141846,0.701886773109436
18,0.22547170519828796,2.2017149925231934,0.6915094256401062,0.2339622676372528,2.1738739013671875,0.7094339728355408
19,0.21415095031261444,2.193362236022949,0.6858490705490112,0.23773585259914398,2.1782803535461426,0.6679245233535767
20,0.22264151275157928,2.1926422119140625,0.6933962106704712,0.22641509771347046,2.16206431388855,0.6792452931404114
21,0.2216981202363968,2.1773746013641357,0.699999988079071,0.22264151275157928,2.1561079025268555,0.6943396329879761
22,0.22830188274383545,2.159567356109619,0.7169811129570007,0.24528302252292633,2.1313626766204834,0.6867924332618713
23,0.2339622676372528,2.145343542098999,0.7264150977134705,0.22264151275157928,2.112210273742676,0.7471697926521301
24,0.24528302252292633,2.129361629486084,0.7245283126831055,0.2339622676372528,2.1363887786865234,0.7132075428962708
25,0.21792453527450562,2.1331098079681396,0.7377358675003052,0.24528302252292633,2.105128049850464,0.7207547426223755
